fecha,proveedor_id,score_cumplimiento,is_outlier,year,month,quarter,day_of_week,day_of_month,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,risk_target,categoria_gasto_Logística,categoria_gasto_Materiales,categoria_gasto_Servicios,categoria_gasto_Tecnología,método_pago_Cheque,método_pago_Efectivo,método_pago_Transferencia,indicadores_economicos_encoded,estacionalidad_encoded,monto_scaled,tiempo_procesamiento_scaled
2020-07-07,1060,0.08,False,2020,7,3,1,7,28,0,0,0,0,1,False,False,False,True,False,False,True,0,0,1.748634181684285,-0.7699830720120036
2020-07-14,1028,0.44,False,2020,7,3,1,14,29,0,0,0,0,1,True,False,False,False,True,False,False,2,0,1.6521367055945753,0.3856339023063455
2020-07-26,1038,0.26,False,2020,7,3,6,26,30,0,0,0,0,1,False,False,True,False,False,False,True,0,0,1.5930431949432677,-1.1551887301181198
2020-07-19,1087,0.34,False,2020,7,3,6,19,29,0,0,0,0,1,False,True,False,False,False,True,False,0,0,0.9772566402067152,0.3856339023063455
2020-07-20,1025,0.83,False,2020,7,3,0,20,30,0,0,0,0,0,True,False,False,False,False,True,False,1,0,0.43214139135568685,0.3856339023063455
2020-07-21,1016,0.94,False,2020,7,3,1,21,30,0,0,0,0,0,False,False,False,True,False,True,False,1,0,0.5245735635746551,1.156045218518578
2020-07-11,1070,0.19,False,2020,7,3,5,11,28,0,0,0,0,1,True,False,False,False,False,False,True,0,0,0.8469054055676709,0.7708395604124618
2020-07-15,1012,0.37,False,2020,7,3,2,15,29,0,0,0,0,1,False,True,False,False,False,True,False,2,0,0.43497838703936226,1.156045218518578
2020-07-15,1068,0.93,False,2020,7,3,2,15,29,0,0,0,0,0,True,False,False,False,False,True,False,1,0,0.4369357555697192,1.5412508766246944
2020-07-15,1025,0.06,False,2020,7,3,2,15,29,0,0,0,0,1,True,False,False,False,False,False,True,0,0,1.6867274490561488,0.3856339023063455
2020-07-22,1048,0.09,False,2020,7,3,2,22,30,0,0,0,0,1,False,True,False,False,True,False,False,1,0,1.3943108548449064,-0.7699830720120036
2020-07-07,1066,0.16,False,2020,7,3,1,7,28,0,0,0,0,1,False,False,True,False,True,False,False,1,0,0.8423963258357956,-0.7699830720120036
2020-07-17,1006,0.6,False,2020,7,3,4,17,29,0,0,0,0,0,False,False,True,False,False,True,False,1,0,0.5974162013521549,-1.5403943882242361
2020-07-16,1057,0.15,False,2020,7,3,3,16,29,0,0,0,0,1,False,True,False,False,False,False,True,0,0,1.1240196571387533,0.0004282442002291439
2020-07-26,1048,0.97,False,2020,7,3,6,26,30,0,0,0,0,0,True,False,False,False,False,True,False,2,0,0.4205318978456741,-0.38477741390588716
2020-07-26,1052,0.45,False,2020,7,3,6,26,30,0,0,0,0,1,False,True,False,False,False,False,True,2,0,1.717031000716414,1.5412508766246944
2020-07-24,1064,0.5,False,2020,7,3,4,24,30,0,0,0,0,0,False,False,True,False,False,False,True,2,0,0.9894921746636839,1.5412508766246944
2020-07-06,1061,0.25,False,2020,7,3,0,6,28,0,0,0,0,1,False,False,False,True,True,False,False,1,0,0.9721532178036785,0.0004282442002291439
2020-07-22,1016,0.47,False,2020,7,3,2,22,30,0,0,0,0,1,True,False,False,False,True,False,False,0,0,0.95583653033807,-0.38477741390588716
2020-07-03,1042,0.66,False,2020,7,3,4,3,27,0,0,0,0,0,False,False,True,False,False,False,True,1,0,0.5094376368824202,0.7708395604124618
2020-07-10,1024,0.75,False,2020,7,3,4,10,28,0,0,0,0,0,True,False,False,False,False,True,False,2,0,1.3000560317677112,0.3856339023063455
2020-07-17,1002,0.75,False,2020,7,3,4,17,29,0,0,0,0,0,False,True,False,False,True,False,False,2,0,1.4316118008869745,-0.38477741390588716
2020-07-22,1078,0.58,False,2020,7,3,2,22,30,0,0,0,0,0,False,False,False,True,False,True,False,0,0,1.3525800747604513,-1.1551887301181198
2020-07-21,1028,0.9,False,2020,7,3,1,21,30,0,0,0,0,0,False,True,False,False,True,False,False,1,0,0.6054596388352014,-1.5403943882242361
2020-07-20,1031,0.82,False,2020,7,3,0,20,30,0,0,0,0,0,False,False,False,True,True,False,False,2,0,1.2174027776315794,-0.38477741390588716
2020-07-11,1025,0.76,False,2020,7,3,5,11,28,0,0,0,0,0,True,False,False,False,False,True,False,0,0,1.2044064845555238,-0.38477741390588716
2020-07-03,1015,0.06,False,2020,7,3,4,3,27,0,0,0,0,1,True,False,False,False,True,False,False,1,0,1.6197648414386692,-1.5403943882242361
2020-07-27,1024,0.01,False,2020,7,3,0,27,31,0,0,0,0,1,False,True,False,False,True,False,False,1,0,0.939900222182005,0.3856339023063455
2020-07-25,1053,0.21,False,2020,7,3,5,25,30,0,0,0,0,1,False,False,False,True,False,True,False,2,0,0.9292812997905943,-0.38477741390588716
2020-07-08,1027,0.66,False,2020,7,3,2,8,28,0,0,0,0,0,False,False,False,True,True,False,False,2,0,1.2725498529463772,-1.5403943882242361
2020-07-22,1072,0.41,False,2020,7,3,2,22,30,0,0,0,0,1,True,False,False,False,True,False,False,1,0,1.2927575037658532,-1.5403943882242361
2020-07-10,1055,0.4,False,2020,7,3,4,10,28,0,0,0,0,1,False,True,False,False,True,False,False,1,0,1.0651797326938082,-1.5403943882242361
2020-07-08,1064,0.88,False,2020,7,3,2,8,28,0,0,0,0,0,False,False,False,True,False,True,False,2,0,1.028734640098212,1.156045218518578
2020-07-26,1092,0.9,False,2020,7,3,6,26,30,0,0,0,0,0,True,False,False,False,False,False,True,1,0,1.0997229287416892,1.156045218518578
2020-07-07,1085,0.91,False,2020,7,3,1,7,28,0,0,0,0,0,False,False,True,False,False,True,False,2,0,1.6095262983568013,-1.1551887301181198
2020-07-05,1079,0.31,False,2020,7,3,6,5,27,0,0,0,0,1,False,True,False,False,False,False,True,1,0,1.053895146510697,0.7708395604124618
2020-07-01,1040,0.69,False,2020,7,3,2,1,27,1,0,1,0,0,False,False,True,False,True,False,False,2,0,1.7191389360567984,1.156045218518578
2020-07-02,1050,0.27,False,2020,7,3,3,2,27,0,0,0,0,1,False,True,False,False,False,False,True,0,0,1.1134165838852397,1.156045218518578
2020-07-08,1070,0.19,False,2020,7,3,2,8,28,0,0,0,0,1,True,False,False,False,False,True,False,2,0,1.7320163605986214,0.7708395604124618
2020-07-16,1077,0.18,False,2020,7,3,3,16,29,0,0,0,0,1,False,False,False,True,False,True,False,2,0,1.5703234557670174,0.0004282442002291439
2020-08-28,1053,0.06,False,2020,8,3,4,28,35,0,0,0,0,1,False,True,False,False,True,False,False,1,0,-0.5131328911346611,-0.7699830720120036
2020-08-25,1026,0.55,False,2020,8,3,1,25,35,0,0,0,0,0,True,False,False,False,False,False,True,1,0,-0.4906984364405683,-1.5403943882242361
2020-08-03,1012,0.6,False,2020,8,3,0,3,32,0,0,0,0,0,True,False,False,False,True,False,False,0,0,-0.3552279302605901,0.0004282442002291439
2020-08-15,1030,0.87,False,2020,8,3,5,15,33,0,0,0,0,0,False,False,False,True,False,False,True,0,0,-0.8079268560305478,-1.5403943882242361
2020-08-14,1034,0.58,False,2020,8,3,4,14,33,0,0,0,0,0,True,False,False,False,True,False,False,2,0,-0.5293465592039349,-1.5403943882242361
2020-08-21,1059,0.35,False,2020,8,3,4,21,34,0,0,0,0,1,False,True,False,False,False,False,True,0,0,-0.7622654897474807,-1.1551887301181198
2020-08-19,1005,0.8,False,2020,8,3,2,19,34,0,0,0,0,0,False,True,False,False,True,False,False,1,0,-0.8362571900225584,-0.38477741390588716
2020-08-07,1068,0.54,False,2020,8,3,4,7,32,0,0,0,0,0,False,False,False,True,False,False,True,0,0,-0.6043843025802562,0.3856339023063455
2020-08-23,1085,0.08,False,2020,8,3,6,23,34,0,0,0,0,1,False,True,False,False,True,False,False,1,0,-0.7850010780616283,1.156045218518578
2020-08-23,1057,0.57,False,2020,8,3,6,23,34,0,0,0,0,0,True,False,False,False,False,True,False,2,0,-0.7422955759964688,-0.7699830720120036
2020-08-13,1048,0.91,False,2020,8,3,3,13,33,0,0,0,0,0,False,False,True,False,True,False,False,2,0,-0.6723057830405423,-1.5403943882242361
2020-08-16,1022,0.4,False,2020,8,3,6,16,33,0,0,0,0,1,True,False,False,False,False,False,True,1,0,-0.7148131708819814,-0.7699830720120036
2020-08-13,1088,0.3,False,2020,8,3,3,13,33,0,0,0,0,1,False,False,True,False,False,True,False,0,0,-0.8403541921690953,-0.7699830720120036
2020-08-08,1033,0.14,False,2020,8,3,5,8,32,0,0,0,0,1,False,False,False,True,True,False,False,2,0,-0.838658334414049,0.0004282442002291439
2020-08-05,1025,0.15,False,2020,8,3,2,5,32,0,0,0,0,1,False,False,True,False,False,True,False,2,0,-0.763145116900799,-0.38477741390588716
2020-08-21,1046,0.43,False,2020,8,3,4,21,34,0,0,0,0,1,False,True,False,False,True,False,False,0,0,-0.8674165951292956,-0.38477741390588716
2020-08-23,1004,0.6,False,2020,8,3,6,23,34,0,0,0,0,0,True,False,False,False,False,True,False,0,0,-0.4465665119646222,1.5412508766246944
2020-08-01,1089,0.08,False,2020,8,3,5,1,31,1,0,0,0,1,False,False,True,False,False,False,True,1,0,-0.6943915567008874,0.7708395604124618
2020-08-25,1019,0.94,False,2020,8,3,1,25,35,0,0,0,0,0,True,False,False,False,True,False,False,0,0,-0.6999308303961083,-0.38477741390588716
2020-08-28,1005,0.76,False,2020,8,3,4,28,35,0,0,0,0,0,False,False,False,True,True,False,False,0,0,-0.6617502572007218,-0.7699830720120036
2020-08-25,1069,0.59,False,2020,8,3,1,25,35,0,0,0,0,0,False,False,False,True,False,False,True,0,0,-0.4200112814171458,0.3856339023063455
2020-08-04,1058,0.83,False,2020,8,3,1,4,32,0,0,0,0,0,False,True,False,False,False,True,False,1,0,-0.2681369175131228,-0.7699830720120036
2020-08-25,1063,0.08,False,2020,8,3,1,25,35,0,0,0,0,1,False,False,False,True,False,False,True,1,0,-0.34964903372062495,0.3856339023063455
2020-08-14,1017,0.48,False,2020,8,3,4,14,33,0,0,0,0,1,False,False,True,False,False,False,True,2,0,-0.3727095293616744,1.5412508766246944
2020-08-08,1003,0.63,False,2020,8,3,5,8,32,0,0,0,0,0,False,False,False,True,False,True,False,1,0,-0.5503862897630366,0.3856339023063455
2020-08-06,1016,0.83,False,2020,8,3,3,6,32,0,0,0,0,0,False,True,False,False,False,False,True,2,0,-0.39735493879248635,-0.38477741390588716
2020-08-26,1013,0.78,False,2020,8,3,2,26,35,0,0,0,0,0,True,False,False,False,True,False,False,0,0,-0.5004218825407633,0.0004282442002291439
2020-08-23,1077,0.28,False,2020,8,3,6,23,34,0,0,0,0,1,True,False,False,False,True,False,False,2,0,-0.7463371061603641,0.3856339023063455
2020-08-17,1012,0.94,False,2020,8,3,0,17,34,0,0,0,0,0,False,False,False,True,True,False,False,2,0,-0.7519318518382269,-0.7699830720120036
2020-08-15,1006,0.12,False,2020,8,3,5,15,33,0,0,0,0,1,False,False,True,False,False,False,True,0,0,-0.6877666170596786,1.156045218518578
2020-08-02,1043,0.88,False,2020,8,3,6,2,31,0,0,0,0,0,False,True,False,False,True,False,False,2,0,-0.23877638955776617,-0.38477741390588716
2020-08-18,1014,0.97,False,2020,8,3,1,18,34,0,0,0,0,0,False,False,True,False,True,False,False,1,0,-0.5043286950325285,1.156045218518578
2020-08-08,1018,0.18,False,2020,8,3,5,8,32,0,0,0,0,1,False,True,False,False,True,False,False,1,0,-0.3680498828197716,-0.7699830720120036
2020-08-28,1062,0.72,False,2020,8,3,4,28,35,0,0,0,0,0,False,False,False,True,True,False,False,1,0,-0.6511075611024645,0.7708395604124618
2020-08-04,1034,0.04,False,2020,8,3,1,4,32,0,0,0,0,1,False,True,False,False,True,False,False,1,0,-0.6064209168001012,1.5412508766246944
2020-08-15,1080,0.41,False,2020,8,3,5,15,33,0,0,0,0,1,False,True,False,False,True,False,False,2,0,-0.8126023517103482,-0.38477741390588716
2020-08-05,1034,0.52,False,2020,8,3,2,5,32,0,0,0,0,0,False,False,False,True,False,False,True,2,0,-0.7791844444531988,1.156045218518578
2020-08-26,1018,0.58,False,2020,8,3,2,26,35,0,0,0,0,0,False,False,True,False,True,False,False,0,0,-0.29975594761889096,-0.7699830720120036
2020-08-15,1019,0.94,False,2020,8,3,5,15,33,0,0,0,0,0,False,False,False,True,True,False,False,2,0,-0.47698100759017104,0.7708395604124618
2020-08-22,1099,0.67,False,2020,8,3,5,22,34,0,0,0,0,0,False,True,False,False,False,True,False,2,0,-0.6577087270368267,-0.7699830720120036
2020-08-17,1034,0.48,False,2020,8,3,0,17,34,0,0,0,0,1,False,False,False,True,False,False,True,2,0,-0.3176654734432113,0.7708395604124618
2020-08-18,1031,0.81,False,2020,8,3,1,18,34,0,0,0,0,0,False,True,False,False,False,False,True,0,0,-0.7242117096552751,0.3856339023063455
2020-08-20,1047,0.95,False,2020,8,3,3,20,34,0,0,0,0,0,False,False,False,True,False,False,True,1,0,-0.19111010733064895,-1.1551887301181198
2020-08-11,1043,0.02,False,2020,8,3,1,11,33,0,0,0,0,1,True,False,False,False,False,False,True,2,0,-0.6523834167032233,-0.7699830720120036
2020-08-25,1023,0.98,False,2020,8,3,1,25,35,0,0,0,0,0,True,False,False,False,True,False,False,0,0,-0.6578672184158028,0.3856339023063455
2020-08-15,1060,0.09,False,2020,8,3,5,15,33,0,0,0,0,1,False,False,False,True,True,False,False,0,0,-0.6764265588939256,-0.38477741390588716
2020-08-20,1016,0.81,False,2020,8,3,3,20,34,0,0,0,0,0,False,False,True,False,False,True,False,0,0,-0.8151302892050197,0.3856339023063455
2020-08-27,1070,0.28,False,2020,8,3,3,27,35,0,0,0,0,1,False,True,False,False,False,True,False,1,0,-0.8231499529812197,-1.5403943882242361
2020-08-24,1049,0.13,False,2020,8,3,0,24,35,0,0,0,0,1,True,False,False,False,False,False,True,2,0,-0.43074907234278914,-1.5403943882242361
2020-08-17,1064,0.44,False,2020,8,3,0,17,34,0,0,0,0,1,False,False,True,False,False,True,False,0,0,-0.26485614596831347,-0.7699830720120036
2020-08-14,1098,0.64,False,2020,8,3,4,14,33,0,0,0,0,0,False,True,False,False,False,True,False,1,0,-0.32667570833801285,1.156045218518578
2020-08-27,1031,0.38,False,2020,8,3,3,27,35,0,0,0,0,1,True,False,False,False,False,False,True,0,0,-0.8012464444066973,1.156045218518578
2020-08-18,1035,0.05,False,2020,8,3,1,18,34,0,0,0,0,1,True,False,False,False,False,False,True,0,0,-0.5056679471848782,-0.38477741390588716
2020-08-15,1012,0.6,False,2020,8,3,5,15,33,0,0,0,0,0,False,False,False,True,False,True,False,0,0,-0.8271994077140638,0.3856339023063455
2020-08-06,1069,0.9,False,2020,8,3,3,6,32,0,0,0,0,0,False,True,False,False,True,False,False,0,0,-0.8712600110694706,1.156045218518578
2020-08-24,1057,0.38,False,2020,8,3,0,24,35,0,0,0,0,1,False,False,True,False,False,True,False,0,0,-0.42469470166589524,0.7708395604124618
2020-08-28,1013,0.22,False,2020,8,3,4,28,35,0,0,0,0,1,False,False,True,False,False,True,False,1,0,-0.5132913825136373,0.7708395604124618
2020-08-16,1036,0.44,False,2020,8,3,6,16,33,0,0,0,0,1,False,False,True,False,True,False,False,2,0,-0.8444194960398369,-0.38477741390588716
2020-08-15,1078,0.05,False,2020,8,3,5,15,33,0,0,0,0,1,False,True,False,False,True,False,False,2,0,-0.878827974415588,1.5412508766246944
2020-08-09,1067,0.82,False,2020,8,3,6,9,32,0,0,0,0,0,False,False,True,False,False,False,True,2,0,-0.18108552761039898,0.3856339023063455
2020-08-25,1039,0.83,False,2020,8,3,1,25,35,0,0,0,0,0,False,False,True,False,False,False,True,2,0,-0.8824257287183497,-0.7699830720120036
2020-08-08,1058,0.59,False,2020,8,3,5,8,32,0,0,0,0,0,False,False,True,False,False,True,False,1,0,-0.5795170052188773,0.0004282442002291439
2020-08-27,1079,0.35,False,2020,8,3,3,27,35,0,0,0,0,1,False,False,False,True,True,False,False,1,0,-0.5356069686734982,0.0004282442002291439
2020-08-21,1091,0.8,False,2020,8,3,4,21,34,0,0,0,0,0,False,False,False,True,False,False,True,1,0,-0.8186567223872421,0.0004282442002291439
2020-08-09,1015,0.55,False,2020,8,3,6,9,32,0,0,0,0,0,False,True,False,False,False,True,False,0,0,-0.7808169056566545,1.156045218518578
2020-08-25,1061,0.83,False,2020,8,3,1,25,35,0,0,0,0,0,False,True,False,False,True,False,False,0,0,-0.6472799943001873,1.5412508766246944
2020-08-25,1003,0.63,False,2020,8,3,1,25,35,0,0,0,0,0,False,False,True,False,False,True,False,0,0,-0.34775506174185844,1.5412508766246944
2020-08-17,1044,0.78,False,2020,8,3,0,17,34,0,0,0,0,0,False,False,False,True,False,False,True,2,0,-0.5338080915221174,0.3856339023063455
2020-08-16,1089,0.6,False,2020,8,3,6,16,33,0,0,0,0,0,True,False,False,False,False,False,True,0,0,-0.4382060917236231,0.3856339023063455
2020-08-21,1027,0.41,False,2020,8,3,4,21,34,0,0,0,0,1,True,False,False,False,True,False,False,2,0,-0.18442969570679874,1.5412508766246944
2020-08-08,1095,0.96,False,2020,8,3,5,8,32,0,0,0,0,0,False,False,True,False,False,True,False,0,0,-0.34312711347575087,-0.38477741390588716
2020-08-09,1065,0.54,False,2020,8,3,6,9,32,0,0,0,0,0,False,False,True,False,True,False,False,2,0,-0.5869502508928651,0.3856339023063455
2020-08-15,1030,0.61,False,2020,8,3,5,15,33,0,0,0,0,0,False,False,False,True,False,False,True,0,0,-0.5781222810838862,-0.38477741390588716
2020-08-03,1002,0.22,False,2020,8,3,0,3,32,0,0,0,0,1,False,False,False,True,False,False,True,0,0,-0.4521850313493316,-1.5403943882242361
2020-08-23,1007,0.63,False,2020,8,3,6,23,34,0,0,0,0,0,False,False,False,True,False,True,False,1,0,-0.4181331585762769,0.7708395604124618
2020-08-10,1023,0.57,False,2020,8,3,0,10,33,0,0,0,0,0,False,True,False,False,False,True,False,0,0,-0.5384598134950712,0.3856339023063455
2020-08-08,1014,0.18,False,2020,8,3,5,8,32,0,0,0,0,1,False,True,False,False,False,True,False,0,0,-0.43311851845848476,1.5412508766246944
2020-08-09,1042,0.06,False,2020,8,3,6,9,32,0,0,0,0,1,False,False,True,False,True,False,False,1,0,-0.8871646209497405,0.7708395604124618
2020-08-11,1030,0.6,False,2020,8,3,1,11,33,0,0,0,0,0,False,True,False,False,False,True,False,2,0,-0.5904132875234968,0.7708395604124618
2020-08-11,1072,0.76,False,2020,8,3,1,11,33,0,0,0,0,0,False,False,False,True,False,True,False,1,0,-0.7005251730672694,-1.1551887301181198
2020-08-18,1044,0.52,False,2020,8,3,1,18,34,0,0,0,0,0,False,False,False,True,False,False,True,1,0,-0.809963470250393,1.5412508766246944
2020-08-03,1065,0.23,False,2020,8,3,0,3,32,0,0,0,0,1,False,True,False,False,False,False,True,2,0,-0.8316213171875022,1.5412508766246944
2020-08-05,1007,0.67,False,2020,8,3,2,5,32,0,0,0,0,0,True,False,False,False,False,True,False,0,0,-0.4635726369287774,0.3856339023063455
2020-08-05,1070,0.08,False,2020,8,3,2,5,32,0,0,0,0,1,False,False,True,False,False,True,False,2,0,-0.5217310484441244,-0.7699830720120036
2020-08-08,1056,0.44,False,2020,8,3,5,8,32,0,0,0,0,1,True,False,False,False,False,False,True,0,0,-0.719052815269597,-1.5403943882242361
2020-08-13,1079,0.16,False,2020,8,3,3,13,33,0,0,0,0,1,False,False,True,False,False,True,False,0,0,-0.5602127552595659,-0.38477741390588716
2020-08-23,1098,0.18,False,2020,8,3,6,23,34,0,0,0,0,1,True,False,False,False,True,False,False,2,0,-0.544656826413044,-0.7699830720120036
2020-08-05,1029,0.2,False,2020,8,3,2,5,32,0,0,0,0,1,False,True,False,False,True,False,False,1,0,-0.761861336731091,-1.5403943882242361
2020-08-23,1073,0.39,False,2020,8,3,6,23,34,0,0,0,0,1,False,False,True,False,True,False,False,2,0,-0.42783283096962565,-0.7699830720120036
2020-08-07,1017,0.05,False,2020,8,3,4,7,32,0,0,0,0,1,False,False,True,False,False,True,False,0,0,-0.3336968764266623,-0.38477741390588716
2020-08-03,1068,0.4,False,2020,8,3,0,3,32,0,0,0,0,1,False,False,True,False,False,False,True,2,0,-0.32598627083946613,1.156045218518578
2020-08-14,1092,0.51,False,2020,8,3,4,14,33,0,0,0,0,0,False,False,False,True,False,True,False,2,0,-0.46409565847939904,1.5412508766246944
2020-08-14,1038,0.48,False,2020,8,3,4,14,33,0,0,0,0,1,False,False,False,True,False,True,False,0,0,-0.5304718479946666,-0.7699830720120036
2020-08-11,1059,0.38,False,2020,8,3,1,11,33,0,0,0,0,1,True,False,False,False,False,False,True,1,0,-0.8597852352315877,0.3856339023063455
2020-08-18,1097,0.84,False,2020,8,3,1,18,34,0,0,0,0,0,False,True,False,False,False,False,True,2,0,-0.6940270265292419,0.0004282442002291439
2020-08-15,1042,0.15,False,2020,8,3,5,15,33,0,0,0,0,1,False,False,False,True,False,False,True,0,0,-0.8362017180399167,0.3856339023063455
2020-08-14,1044,0.51,False,2020,8,3,4,14,33,0,0,0,0,0,False,False,True,False,True,False,False,0,0,-0.20003317196701387,-0.38477741390588716
2020-08-02,1022,0.06,False,2020,8,3,6,2,31,0,0,0,0,1,False,False,False,True,False,True,False,2,0,-0.8056525047422382,0.3856339023063455
2020-08-07,1068,0.07,False,2020,8,3,4,7,32,0,0,0,0,1,False,True,False,False,False,False,True,1,0,-0.7934486685610643,0.7708395604124618
2020-08-27,1093,0.57,False,2020,8,3,3,27,35,0,0,0,0,0,False,False,False,True,False,True,False,2,0,-0.25429269555954426,1.5412508766246944
2020-08-14,1005,0.57,False,2020,8,3,4,14,33,0,0,0,0,0,False,False,True,False,True,False,False,1,0,-0.21457475598808776,0.7708395604124618
2020-08-13,1055,0.88,False,2020,8,3,3,13,33,0,0,0,0,0,True,False,False,False,True,False,False,1,0,-0.3447199518344627,0.3856339023063455
2020-08-25,1003,0.56,False,2020,8,3,1,25,35,0,0,0,0,0,False,False,True,False,False,False,True,1,0,-0.9004145002321579,-1.5403943882242361
2020-08-19,1092,0.96,False,2020,8,3,2,19,34,0,0,0,0,0,False,True,False,False,False,False,True,1,0,-0.9033782890190143,-1.1551887301181198
2020-08-23,1022,0.05,False,2020,8,3,6,23,34,0,0,0,0,1,True,False,False,False,False,True,False,2,0,-0.628062914599313,-1.5403943882242361
2020-08-01,1005,0.1,False,2020,8,3,5,1,31,1,0,0,0,1,False,False,False,True,False,False,True,0,0,-0.7995743603584977,1.5412508766246944
2020-08-28,1031,0.04,False,2020,8,3,4,28,35,0,0,0,0,1,False,False,False,True,False,True,False,0,0,-0.8909287912004272,1.5412508766246944
2020-08-25,1017,0.19,False,2020,8,3,1,25,35,0,0,0,0,1,False,False,False,True,False,False,True,0,0,-0.5652369319731142,0.7708395604124618
2020-08-19,1014,0.54,False,2020,8,3,2,19,34,0,0,0,0,0,True,False,False,False,False,True,False,0,0,-0.21520872150399303,-1.1551887301181198
2020-08-13,1039,0.65,False,2020,8,3,3,13,33,0,0,0,0,0,False,False,True,False,False,True,False,0,0,-0.6677253821881276,0.3856339023063455
2020-08-16,1095,0.05,False,2020,8,3,6,16,33,0,0,0,0,1,True,False,False,False,False,True,False,0,0,-0.4212237404663145,-0.38477741390588716
2020-08-01,1072,0.95,False,2020,8,3,5,1,31,1,0,0,0,0,True,False,False,False,False,True,False,2,0,-0.427729811573291,-1.5403943882242361
2020-08-12,1073,0.84,False,2020,8,3,2,12,33,0,0,0,0,0,False,True,False,False,True,False,False,1,0,-0.720883390696773,-1.5403943882242361
2020-08-10,1083,0.3,False,2020,8,3,0,10,33,0,0,0,0,1,True,False,False,False,False,True,False,0,0,-0.429053214587743,0.0004282442002291439
2020-08-25,1005,0.08,False,2020,8,3,1,25,35,0,0,0,0,1,False,False,False,True,False,False,True,2,0,-0.7491978755508861,-1.1551887301181198
2020-08-13,1062,0.17,False,2020,8,3,3,13,33,0,0,0,0,1,False,False,True,False,True,False,False,0,0,-0.8152016103255592,-0.38477741390588716
2020-08-28,1066,0.13,False,2020,8,3,4,28,35,0,0,0,0,1,False,False,True,False,True,False,False,0,0,-0.39181566509726506,-1.5403943882242361
2020-08-27,1010,0.12,False,2020,8,3,3,27,35,0,0,0,0,1,False,False,True,False,False,True,False,1,0,-0.8214620197951222,-0.38477741390588716
2020-08-14,1042,0.52,False,2020,8,3,4,14,33,0,0,0,0,0,False,False,False,True,True,False,False,1,0,-0.1758553121041817,0.3856339023063455
2020-09-24,1044,0.93,False,2020,9,3,3,24,39,0,0,0,0,0,False,True,False,False,True,False,False,0,0,-0.6508143520513581,-0.7699830720120036
2020-09-24,1043,0.16,False,2020,9,3,3,24,39,0,0,0,0,1,False,True,False,False,False,True,False,2,0,-0.2245517882946449,1.5412508766246944
2020-09-18,1081,0.97,False,2020,9,3,4,18,38,0,0,0,0,0,True,False,False,False,False,False,True,2,0,-0.31870359197550585,-1.1551887301181198
2020-09-26,1087,0.21,False,2020,9,3,5,26,39,0,0,0,0,1,False,False,True,False,True,False,False,1,0,-0.2690640920801341,-0.7699830720120036
2020-09-20,1046,0.74,False,2020,9,3,6,20,38,0,0,0,0,0,False,True,False,False,False,True,False,0,0,0.04413864648384785,-1.1551887301181198
2020-09-08,1039,0.55,False,2020,9,3,1,8,37,0,0,0,0,0,False,False,True,False,True,False,False,0,0,-0.0010710193691366987,-1.5403943882242361
2020-09-16,1050,0.88,False,2020,9,3,2,16,38,0,0,0,0,0,False,True,False,False,False,False,True,2,0,-0.07209100628840909,-0.38477741390588716
2020-09-08,1041,0.55,False,2020,9,3,1,8,37,0,0,0,0,0,False,False,False,True,True,False,False,0,0,-0.4932659967799839,0.0004282442002291439
2020-09-09,1006,0.53,False,2020,9,3,2,9,37,0,0,0,0,0,False,True,False,False,False,True,False,2,0,0.03229141590537083,0.3856339023063455
2020-09-14,1049,0.2,False,2020,9,3,0,14,38,0,0,0,0,1,True,False,False,False,False,False,True,2,0,-0.638380703370669,0.0004282442002291439
2020-09-16,1047,0.17,False,2020,9,3,2,16,38,0,0,0,0,1,False,False,False,True,False,True,False,2,0,-0.015882038734470402,-1.5403943882242361
2020-09-01,1083,0.92,False,2020,9,3,1,1,36,1,0,0,0,0,True,False,False,False,False,False,True,0,0,-0.4484129365296958,-0.7699830720120036
2020-09-13,1090,0.33,False,2020,9,3,6,13,37,0,0,0,0,1,False,False,False,True,False,False,True,2,0,-0.6743978692430292,-1.5403943882242361
2020-09-11,1005,0.37,False,2020,9,3,4,11,37,0,0,0,0,1,False,False,True,False,False,False,True,2,0,-0.16739979703579694,0.0004282442002291439
2020-09-22,1090,0.76,False,2020,9,3,1,22,39,0,0,0,0,0,True,False,False,False,True,False,False,1,0,-0.5282054212753057,0.0004282442002291439
2020-09-22,1008,0.34,False,2020,9,3,1,22,39,0,0,0,0,1,False,True,False,False,False,True,False,2,0,-0.518077822158721,0.3856339023063455
2020-09-26,1056,0.95,False,2020,9,3,5,26,39,0,0,0,0,0,False,False,True,False,False,True,False,2,0,-0.46662359597407077,1.156045218518578
2020-09-13,1030,0.74,False,2020,9,3,6,13,37,0,0,0,0,0,False,True,False,False,False,True,False,1,0,-0.6662355632257505,-1.5403943882242361
2020-09-24,1020,0.6,False,2020,9,3,3,24,39,0,0,0,0,0,False,False,False,True,False,False,True,1,0,-0.5728048953192318,-0.38477741390588716
2020-09-06,1089,0.88,False,2020,9,3,6,6,36,0,0,0,0,0,False,False,False,True,True,False,False,0,0,-0.7144565652792849,-1.5403943882242361
2020-09-27,1039,0.05,False,2020,9,3,6,27,39,0,0,0,0,1,False,True,False,False,False,False,True,2,0,-0.3518441393194464,1.5412508766246944
2020-09-15,1044,0.26,False,2020,9,3,1,15,38,0,0,0,0,1,False,True,False,False,False,True,False,0,0,-0.6492928348131861,0.7708395604124618
