fecha,proveedor_id,categoria_gasto,monto,método_pago,tiempo_procesamiento,score_cumplimiento,indicadores_economicos,estacionalidad
2020-07-20,1025,Logística,3530.84,Efectivo,6,0.83,Estable,Baja
2020-07-21,1016,Tecnología,3647.48,Efectivo,8,0.94,Estable,Baja
2020-07-11,1070,Logística,4054.23,Transferencia,7,0.19,Decreciente,Baja
2020-07-15,1012,Materiales,3534.42,Efectivo,8,0.37,Creciente,Baja
2020-07-15,1068,Logística,3536.89,Efectivo,9,0.93,Estable,Baja
2020-07-15,1025,Logística,5114.0,Transferencia,6,0.06,Decreciente,Baja
2020-07-22,1048,Materiales,4745.0,Cheque,3,0.09,Estable,Baja
2020-07-07,1066,Servicios,4048.54,Cheque,3,0.16,Estable,Baja
2020-07-17,1006,Servicios,3739.4,Efectivo,1,0.6,Estable,Baja
2020-07-16,1057,Materiales,4403.92,Transferencia,5,0.15,Decreciente,Baja
2020-07-26,1048,Logística,3516.19,Efectivo,4,0.97,Creciente,Baja
2020-07-26,1052,Materiales,5152.24,Transferencia,9,0.45,Creciente,Baja
2020-07-24,1064,Servicios,4234.16,Transferencia,9,0.5,Creciente,Baja
2020-07-06,1061,Tecnología,4212.28,Cheque,5,0.25,Estable,Baja
2020-07-22,1016,Logística,4191.69,Cheque,4,0.47,Decreciente,Baja
2020-07-03,1042,Servicios,3628.38,Transferencia,7,0.66,Estable,Baja
2020-07-10,1024,Logística,4626.06,Efectivo,6,0.75,Creciente,Baja
2020-07-17,1002,Materiales,4792.07,Cheque,4,0.75,Creciente,Baja
2020-07-22,1078,Tecnología,4692.34,Efectivo,2,0.58,Decreciente,Baja
2020-07-21,1028,Materiales,3749.55,Cheque,1,0.9,Estable,Baja
2020-07-20,1031,Tecnología,4521.76,Cheque,4,0.82,Creciente,Baja
2020-07-11,1025,Logística,4505.36,Efectivo,4,0.76,Decreciente,Baja
2020-07-03,1015,Logística,5029.5,Cheque,1,0.06,Estable,Baja
2020-07-27,1024,Materiales,4171.58,Cheque,6,0.01,Estable,Baja
2020-07-25,1053,Tecnología,4158.18,Efectivo,4,0.21,Creciente,Baja
2020-07-08,1027,Tecnología,4591.35,Cheque,1,0.66,Creciente,Baja
2020-07-22,1072,Logística,4616.85,Cheque,1,0.41,Estable,Baja
2020-07-10,1055,Materiales,4329.67,Cheque,1,0.4,Estable,Baja
2020-07-08,1064,Tecnología,4283.68,Efectivo,8,0.88,Creciente,Baja
2020-07-26,1092,Logística,4373.26,Transferencia,8,0.9,Estable,Baja
2020-07-07,1085,Servicios,5016.58,Efectivo,2,0.91,Creciente,Baja
2020-07-05,1079,Materiales,4315.43,Transferencia,7,0.31,Estable,Baja
2020-07-01,1040,Servicios,5154.9,Cheque,8,0.69,Creciente,Baja
2020-07-02,1050,Materiales,4390.54,Transferencia,8,0.27,Decreciente,Baja
2020-07-08,1070,Logística,5171.15,Efectivo,7,0.19,Creciente,Baja
2020-07-16,1077,Tecnología,4967.11,Efectivo,5,0.18,Creciente,Baja
2020-08-28,1053,Materiales,2338.0,Cheque,3,0.06,Estable,Baja
2020-08-25,1026,Logística,2366.31,Transferencia,1,0.55,Estable,Baja
2020-08-03,1012,Logística,2537.26,Cheque,5,0.6,Decreciente,Baja
2020-08-15,1030,Tecnología,1966.0,Transferencia,1,0.87,Decreciente,Baja
2020-08-14,1034,Logística,2317.54,Cheque,1,0.58,Creciente,Baja
2020-08-21,1059,Materiales,2023.62,Transferencia,2,0.35,Decreciente,Baja
2020-08-19,1005,Materiales,1930.25,Cheque,4,0.8,Estable,Baja
2020-08-07,1068,Tecnología,2222.85,Transferencia,6,0.54,Decreciente,Baja
2020-08-23,1085,Materiales,1994.93,Cheque,8,0.08,Estable,Baja
2020-08-23,1057,Logística,2048.82,Efectivo,3,0.57,Creciente,Baja
2020-08-13,1048,Servicios,2137.14,Cheque,1,0.91,Creciente,Baja
2020-08-16,1022,Logística,2083.5,Transferencia,3,0.4,Estable,Baja
2020-08-13,1088,Servicios,1925.08,Efectivo,3,0.3,Decreciente,Baja
2020-08-08,1033,Tecnología,1927.22,Cheque,5,0.14,Creciente,Baja
2020-08-05,1025,Servicios,2022.51,Efectivo,4,0.15,Creciente,Baja
2020-08-21,1046,Materiales,1890.93,Cheque,4,0.43,Decreciente,Baja
2020-08-23,1004,Logística,2422.0,Efectivo,9,0.6,Decreciente,Baja
2020-08-01,1089,Servicios,2109.27,Transferencia,7,0.08,Estable,Baja
2020-08-25,1019,Logística,2102.28,Cheque,4,0.94,Decreciente,Baja
2020-08-28,1005,Tecnología,2150.46,Cheque,3,0.76,Decreciente,Baja
2020-08-25,1069,Tecnología,2455.51,Transferencia,6,0.59,Decreciente,Baja
2020-08-04,1058,Materiales,2647.16,Efectivo,3,0.83,Estable,Baja
2020-08-25,1063,Tecnología,2544.3,Transferencia,6,0.08,Estable,Baja
2020-08-14,1017,Servicios,2515.2,Transferencia,9,0.48,Creciente,Baja
2020-08-08,1003,Tecnología,2290.99,Efectivo,6,0.63,Estable,Baja
2020-08-06,1016,Materiales,2484.1,Transferencia,4,0.83,Creciente,Baja
2020-08-26,1013,Logística,2354.04,Cheque,5,0.78,Decreciente,Baja
2020-08-23,1077,Logística,2043.72,Cheque,6,0.28,Creciente,Baja
2020-08-17,1012,Tecnología,2036.66,Cheque,3,0.94,Creciente,Baja
2020-08-15,1006,Servicios,2117.63,Transferencia,8,0.12,Decreciente,Baja
2020-08-02,1043,Materiales,2684.21,Cheque,4,0.88,Creciente,Baja
2020-08-18,1014,Servicios,2349.11,Cheque,8,0.97,Estable,Baja
2020-08-08,1018,Materiales,2521.08,Cheque,3,0.18,Estable,Baja
2020-08-28,1062,Tecnología,2163.89,Cheque,7,0.72,Estable,Baja
2020-08-04,1034,Materiales,2220.28,Cheque,9,0.04,Estable,Baja
2020-08-15,1080,Materiales,1960.1,Cheque,4,0.41,Creciente,Baja
2020-08-05,1034,Tecnología,2002.27,Transferencia,8,0.52,Creciente,Baja
2020-08-26,1018,Servicios,2607.26,Cheque,3,0.58,Decreciente,Baja
2020-08-15,1019,Tecnología,2383.62,Cheque,7,0.94,Creciente,Baja
2020-08-22,1099,Materiales,2155.56,Efectivo,3,0.67,Creciente,Baja
2020-08-17,1034,Tecnología,2584.66,Transferencia,7,0.48,Creciente,Baja
2020-08-18,1031,Materiales,2071.64,Transferencia,6,0.81,Decreciente,Baja
2020-08-20,1047,Tecnología,2744.36,Transferencia,2,0.95,Estable,Baja
2020-08-11,1043,Logística,2162.28,Transferencia,3,0.02,Creciente,Baja
2020-08-25,1023,Logística,2155.36,Cheque,6,0.98,Decreciente,Baja
2020-08-15,1060,Tecnología,2131.94,Cheque,4,0.09,Decreciente,Baja
2020-08-20,1016,Servicios,1956.91,Efectivo,6,0.81,Decreciente,Baja
2020-08-27,1070,Materiales,1946.79,Efectivo,1,0.28,Estable,Baja
2020-08-24,1049,Logística,2441.96,Transferencia,1,0.13,Creciente,Baja
2020-08-17,1064,Servicios,2651.3,Efectivo,3,0.44,Decreciente,Baja
2020-08-14,1098,Materiales,2573.29,Efectivo,8,0.64,Estable,Baja
2020-08-27,1031,Logística,1974.43,Transferencia,8,0.38,Decreciente,Baja
2020-08-18,1035,Logística,2347.42,Transferencia,4,0.05,Decreciente,Baja
2020-08-15,1012,Tecnología,1941.68,Efectivo,6,0.6,Decreciente,Baja
2020-08-06,1069,Materiales,1886.08,Cheque,8,0.9,Decreciente,Baja
2020-08-24,1057,Servicios,2449.6,Efectivo,7,0.38,Decreciente,Baja
2020-08-28,1013,Servicios,2337.8,Efectivo,7,0.22,Estable,Baja
2020-08-16,1036,Servicios,1919.95,Cheque,4,0.44,Creciente,Baja
2020-08-15,1078,Materiales,1876.53,Cheque,9,0.05,Creciente,Baja
2020-08-09,1067,Servicios,2757.01,Transferencia,6,0.82,Creciente,Baja
2020-08-25,1039,Servicios,1871.99,Transferencia,3,0.83,Creciente,Baja
2020-08-08,1058,Servicios,2254.23,Efectivo,5,0.59,Estable,Baja
2020-08-27,1079,Tecnología,2309.64,Cheque,5,0.35,Estable,Baja
2020-08-21,1091,Tecnología,1952.46,Transferencia,5,0.8,Estable,Baja
2020-08-09,1015,Materiales,2000.21,Efectivo,8,0.55,Decreciente,Baja
2020-08-25,1061,Materiales,2168.72,Cheque,9,0.83,Decreciente,Baja
2020-08-25,1003,Servicios,2546.69,Efectivo,9,0.63,Decreciente,Baja
2020-08-17,1044,Tecnología,2311.91,Transferencia,6,0.78,Creciente,Baja
2020-08-16,1089,Logística,2432.55,Transferencia,6,0.6,Decreciente,Baja
2020-08-21,1027,Logística,2752.79,Cheque,9,0.41,Creciente,Baja
2020-08-08,1095,Servicios,2552.53,Efectivo,4,0.96,Decreciente,Baja
2020-08-09,1065,Servicios,2244.85,Cheque,6,0.54,Creciente,Baja
2020-08-15,1030,Tecnología,2255.99,Transferencia,4,0.61,Decreciente,Baja
2020-08-03,1002,Tecnología,2414.91,Transferencia,1,0.22,Decreciente,Baja
2020-08-23,1007,Tecnología,2457.88,Efectivo,7,0.63,Estable,Baja
2020-08-10,1023,Materiales,2306.04,Efectivo,6,0.57,Decreciente,Baja
2020-08-08,1014,Materiales,2438.97,Efectivo,9,0.18,Decreciente,Baja
2020-08-09,1042,Servicios,1866.01,Cheque,7,0.06,Estable,Baja
2020-08-11,1030,Materiales,2240.48,Efectivo,7,0.6,Creciente,Baja
2020-08-11,1072,Tecnología,2101.53,Efectivo,2,0.76,Estable,Baja
2020-08-18,1044,Tecnología,1963.43,Transferencia,9,0.52,Estable,Baja
2020-08-03,1065,Materiales,1936.1,Transferencia,9,0.23,Creciente,Baja
2020-08-05,1007,Logística,2400.54,Efectivo,6,0.67,Decreciente,Baja
2020-08-05,1070,Servicios,2327.15,Efectivo,3,0.08,Creciente,Baja
2020-08-08,1056,Logística,2078.15,Transferencia,1,0.44,Decreciente,Baja
2020-08-13,1079,Servicios,2278.59,Efectivo,4,0.16,Decreciente,Baja
2020-08-23,1098,Logística,2298.22,Cheque,3,0.18,Creciente,Baja
2020-08-05,1029,Materiales,2024.13,Cheque,1,0.2,Estable,Baja
2020-08-23,1073,Servicios,2445.64,Cheque,3,0.39,Creciente,Baja
2020-08-07,1017,Servicios,2564.43,Efectivo,4,0.05,Decreciente,Baja
2020-08-03,1068,Servicios,2574.16,Transferencia,8,0.4,Creciente,Baja
2020-08-14,1092,Tecnología,2399.88,Efectivo,9,0.51,Creciente,Baja
2020-08-14,1038,Tecnología,2316.12,Efectivo,3,0.48,Decreciente,Baja
2020-08-11,1059,Logística,1900.56,Transferencia,6,0.38,Estable,Baja
2020-08-18,1097,Materiales,2109.73,Transferencia,5,0.84,Creciente,Baja
2020-08-15,1042,Tecnología,1930.32,Transferencia,6,0.15,Decreciente,Baja
2020-08-14,1044,Servicios,2733.1,Cheque,4,0.51,Decreciente,Baja
2020-08-02,1022,Tecnología,1968.87,Efectivo,6,0.06,Creciente,Baja
2020-08-07,1068,Materiales,1984.27,Transferencia,7,0.07,Estable,Baja
2020-08-27,1093,Tecnología,2664.63,Efectivo,9,0.57,Creciente,Baja
2020-08-14,1005,Servicios,2714.75,Cheque,7,0.57,Estable,Baja
2020-08-13,1055,Logística,2550.52,Cheque,6,0.88,Estable,Baja
2020-08-25,1003,Servicios,1849.29,Transferencia,1,0.56,Estable,Baja
2020-08-19,1092,Materiales,1845.55,Transferencia,2,0.96,Estable,Baja
2020-08-23,1022,Logística,2192.97,Efectivo,1,0.05,Creciente,Baja
2020-08-01,1005,Tecnología,1976.54,Transferencia,9,0.1,Decreciente,Baja
2020-08-28,1031,Tecnología,1861.26,Efectivo,9,0.04,Decreciente,Baja
2020-08-25,1017,Tecnología,2272.25,Transferencia,7,0.19,Decreciente,Baja
2020-08-19,1014,Logística,2713.95,Efectivo,2,0.54,Decreciente,Baja
2020-08-13,1039,Servicios,2142.92,Efectivo,6,0.65,Decreciente,Baja
2020-08-16,1095,Logística,2453.98,Efectivo,4,0.05,Decreciente,Baja
2020-08-01,1072,Logística,2445.77,Efectivo,1,0.95,Creciente,Baja
2020-08-12,1073,Materiales,2075.84,Cheque,1,0.84,Estable,Baja
2020-08-10,1083,Logística,2444.1,Efectivo,5,0.3,Decreciente,Baja
2020-08-25,1005,Tecnología,2040.11,Transferencia,2,0.08,Creciente,Baja
2020-08-13,1062,Servicios,1956.82,Cheque,4,0.17,Decreciente,Baja
2020-08-28,1066,Servicios,2491.09,Cheque,1,0.13,Decreciente,Baja
2020-08-27,1010,Servicios,1948.92,Efectivo,4,0.12,Estable,Baja
2020-08-14,1042,Tecnología,2763.61,Cheque,6,0.52,Estable,Baja
2020-09-24,1044,Materiales,2164.26,Cheque,3,0.93,Decreciente,Baja
2020-09-24,1043,Materiales,2702.16,Efectivo,9,0.16,Creciente,Baja
2020-09-18,1081,Logística,2583.35,Transferencia,2,0.97,Creciente,Baja
2020-09-26,1087,Servicios,2645.99,Cheque,3,0.21,Estable,Baja
2020-09-20,1046,Materiales,3041.22,Efectivo,2,0.74,Decreciente,Baja
2020-09-08,1039,Servicios,2984.17,Cheque,1,0.55,Decreciente,Baja
2020-09-16,1050,Materiales,2894.55,Transferencia,4,0.88,Creciente,Baja
2020-09-08,1041,Tecnología,2363.07,Cheque,5,0.55,Decreciente,Baja
2020-09-09,1006,Materiales,3026.27,Efectivo,6,0.53,Creciente,Baja
2020-09-14,1049,Logística,2179.95,Transferencia,5,0.2,Creciente,Baja
2020-09-16,1047,Tecnología,2965.48,Efectivo,1,0.17,Creciente,Baja
2020-09-01,1083,Logística,2419.67,Transferencia,3,0.92,Decreciente,Baja
2020-09-13,1090,Tecnología,2134.5,Transferencia,1,0.33,Creciente,Baja
2020-09-11,1005,Servicios,2774.28,Transferencia,5,0.37,Creciente,Baja
2020-09-22,1090,Logística,2318.98,Cheque,5,0.76,Estable,Baja
2020-09-22,1008,Materiales,2331.76,Efectivo,6,0.34,Creciente,Baja
2020-09-26,1056,Servicios,2396.69,Efectivo,8,0.95,Creciente,Baja
2020-09-13,1030,Materiales,2144.8,Efectivo,1,0.74,Estable,Baja
2020-09-24,1020,Tecnología,2262.7,Transferencia,4,0.6,Estable,Baja
2020-09-06,1089,Tecnología,2083.95,Cheque,1,0.88,Decreciente,Baja
2020-09-27,1039,Materiales,2541.53,Transferencia,9,0.05,Creciente,Baja
2020-09-15,1044,Materiales,2166.18,Efectivo,7,0.26,Decreciente,Baja
2020-09-05,1076,Servicios,2788.1,Cheque,7,0.47,Decreciente,Baja
2020-09-20,1048,Materiales,2323.49,Cheque,5,0.23,Estable,Baja
2020-09-18,1086,Logística,3059.27,Cheque,7,0.74,Decreciente,Baja
2020-09-01,1019,Logística,2984.11,Efectivo,2,0.92,Creciente,Baja
2020-09-13,1091,Materiales,2379.43,Cheque,4,0.42,Estable,Baja
2020-09-19,1016,Logística,2892.61,Cheque,7,0.34,Creciente,Baja
2020-09-19,1027,Materiales,2913.43,Transferencia,3,0.96,Creciente,Baja
2020-09-22,1040,Servicios,3103.95,Transferencia,2,0.44,Estable,Baja
2020-09-01,1065,Logística,2699.95,Cheque,2,0.49,Creciente,Baja
2020-09-03,1024,Logística,2163.8,Cheque,1,0.35,Estable,Baja
2020-09-21,1057,Materiales,2750.87,Transferencia,5,0.91,Creciente,Baja
2020-09-14,1040,Logística,2728.16,Transferencia,6,0.57,Estable,Baja
2020-09-05,1005,Tecnología,2742.05,Transferencia,6,0.76,Decreciente,Baja
2020-09-28,1074,Servicios,2397.83,Efectivo,9,0.81,Creciente,Baja
2020-09-15,1037,Servicios,2972.08,Efectivo,4,0.34,Estable,Baja
2020-09-06,1005,Logística,3075.8,Transferencia,1,0.43,Creciente,Baja
2020-09-02,1044,Logística,2304.88,Cheque,6,0.85,Creciente,Baja
2020-09-09,1074,Tecnología,2170.23,Transferencia,5,0.36,Creciente,Baja
2020-09-13,1013,Tecnología,2280.79,Efectivo,6,0.79,Estable,Baja
2020-09-11,1065,Logística,2931.41,Cheque,3,0.94,Decreciente,Baja
2020-09-07,1039,Logística,2781.85,Efectivo,2,0.62,Decreciente,Baja
2020-09-15,1002,Tecnología,2739.66,Cheque,6,0.74,Decreciente,Baja
2020-09-11,1098,Materiales,2496.2,Efectivo,1,0.81,Estable,Baja
2020-09-11,1096,Tecnología,2679.15,Cheque,7,0.85,Decreciente,Baja
2020-09-25,1023,Materiales,2398.59,Cheque,7,0.4,Estable,Baja
2020-09-13,1018,Servicios,2574.57,Cheque,7,0.05,Creciente,Baja
2020-09-09,1017,Servicios,2902.85,Cheque,1,0.4,Creciente,Baja
2020-09-25,1063,Tecnología,3098.42,Efectivo,4,0.67,Decreciente,Baja
2020-09-27,1087,Materiales,3047.75,Efectivo,7,0.45,Estable,Baja
2020-09-14,1034,Tecnología,3049.18,Cheque,9,0.75,Creciente,Baja
2020-09-09,1061,Tecnología,2496.64,Cheque,5,0.36,Estable,Baja
2020-09-27,1000,Materiales,2565.83,Efectivo,2,0.63,Estable,Baja
2020-09-03,1099,Tecnología,2811.98,Cheque,7,0.19,Creciente,Baja
2020-09-16,1024,Servicios,3037.05,Cheque,1,0.75,Estable,Baja
2020-09-01,1044,Logística,2226.19,Cheque,7,0.55,Creciente,Baja
2020-09-24,1048,Logística,2394.81,Transferencia,6,0.2,Creciente,Baja
2020-09-18,1097,Tecnología,2223.33,Cheque,7,0.29,Creciente,Baja
2020-09-02,1088,Materiales,2714.67,Transferencia,3,0.75,Estable,Baja
2020-09-12,1015,Materiales,2396.95,Cheque,3,0.48,Creciente,Baja
2020-09-08,1097,Servicios,2417.54,Efectivo,7,0.22,Estable,Baja
2020-09-21,1092,Materiales,2152.31,Transferencia,2,0.97,Creciente,Baja
2020-09-03,1018,Materiales,2442.16,Transferencia,1,0.72,Creciente,Baja
2020-09-25,1022,Servicios,2975.01,Cheque,9,0.96,Decreciente,Baja
2020-09-21,1082,Tecnología,2320.84,Cheque,9,0.43,Decreciente,Baja
2020-09-02,1024,Logística,2801.12,Transferencia,7,0.48,Decreciente,Baja
2020-09-25,1015,Servicios,2732.99,Efectivo,7,0.9,Estable,Baja
2020-09-01,1053,Tecnología,2976.03,Efectivo,3,0.53,Estable,Baja
2020-09-08,1072,Servicios,2216.1,Cheque,2,0.71,Creciente,Baja
2020-09-07,1000,Tecnología,3094.63,Efectivo,7,0.25,Creciente,Baja
2020-09-27,1041,Servicios,2684.14,Efectivo,9,0.45,Creciente,Baja
2020-09-01,1018,Tecnología,3113.21,Cheque,1,0.12,Creciente,Baja
2020-09-20,1096,Servicios,3025.95,Efectivo,4,0.21,Estable,Baja
2020-09-05,1033,Tecnología,2308.83,Cheque,6,0.0,Creciente,Baja
2020-09-08,1079,Servicios,2136.98,Transferencia,7,0.04,Creciente,Baja
2020-09-05,1054,Logística,2344.3,Cheque,7,0.98,Decreciente,Baja
2020-09-16,1017,Logística,2626.91,Transferencia,2,0.24,Creciente,Baja
2020-09-22,1033,Materiales,2256.95,Transferencia,4,0.66,Creciente,Baja
2020-09-04,1088,Tecnología,2252.65,Efectivo,5,0.84,Creciente,Baja
2020-09-19,1044,Servicios,2559.39,Efectivo,1,0.55,Estable,Baja
2020-09-07,1005,Tecnología,2113.19,Efectivo,1,0.15,Decreciente,Baja
2020-09-15,1020,Logística,2205.29,Cheque,3,0.73,Creciente,Baja
2020-09-23,1069,Tecnología,2510.82,Efectivo,3,0.6,Creciente,Baja
2020-09-09,1095,Servicios,2144.22,Transferencia,8,0.73,Decreciente,Baja
2020-09-25,1047,Tecnología,2490.96,Efectivo,9,0.77,Creciente,Baja
2020-09-12,1038,Servicios,2571.25,Efectivo,1,0.98,Estable,Baja
2020-09-06,1030,Logística,2547.61,Cheque,2,0.57,Creciente,Baja
2020-09-20,1009,Logística,2981.95,Cheque,2,0.34,Estable,Baja
2020-09-20,1029,Logística,2629.51,Transferencia,4,0.65,Estable,Baja
2020-09-24,1017,Materiales,2564.99,Cheque,2,0.07,Creciente,Baja
2020-09-23,1059,Logística,2505.46,Efectivo,7,0.9,Decreciente,Baja
2020-09-04,1087,Tecnología,2928.37,Cheque,9,0.12,Estable,Baja
2020-09-25,1072,Materiales,3008.85,Transferencia,7,0.33,Decreciente,Baja
2020-09-27,1094,Logística,2965.39,Efectivo,6,0.82,Creciente,Baja
2020-09-06,1014,Tecnología,2778.63,Transferencia,1,0.6,Estable,Baja
2020-09-10,1003,Tecnología,2221.37,Cheque,9,0.39,Creciente,Baja
2020-09-04,1062,Tecnología,2366.36,Cheque,5,0.47,Decreciente,Baja
2020-09-19,1039,Servicios,2126.48,Transferencia,5,0.85,Creciente,Baja
2020-09-01,1008,Materiales,3046.02,Efectivo,6,0.34,Creciente,Baja
2020-09-10,1008,Tecnología,2765.38,Cheque,9,0.87,Estable,Baja
2020-09-19,1025,Servicios,2854.31,Cheque,8,0.09,Creciente,Baja
2020-09-22,1003,Logística,2402.43,Efectivo,8,0.78,Creciente,Baja
2020-09-13,1080,Tecnología,2957.5,Cheque,8,0.85,Creciente,Baja
2020-09-13,1015,Servicios,2348.42,Transferencia,1,0.18,Estable,Baja
2020-09-23,1014,Tecnología,2080.32,Cheque,1,0.43,Decreciente,Baja
2020-09-07,1098,Materiales,2469.82,Cheque,8,0.17,Decreciente,Baja
2020-09-03,1051,Materiales,2671.81,Efectivo,5,0.71,Creciente,Baja
2020-09-19,1068,Logística,2576.13,Transferencia,9,0.54,Estable,Baja
2020-09-23,1004,Tecnología,2974.57,Efectivo,2,0.64,Creciente,Baja
2020-09-27,1019,Servicios,2188.16,Cheque,9,0.2,Decreciente,Baja
2020-09-21,1078,Logística,2654.2,Cheque,8,0.21,Estable,Baja
2020-09-08,1017,Tecnología,2611.75,Efectivo,9,0.04,Decreciente,Baja
2020-09-04,1001,Logística,2371.06,Efectivo,4,0.32,Decreciente,Baja
2020-10-28,1017,Materiales,2963.37,Transferencia,8,0.3,Decreciente,Baja
2020-10-22,1046,Materiales,2230.58,Efectivo,3,0.72,Creciente,Baja
2020-10-20,1032,Tecnología,2338.6,Cheque,6,0.36,Decreciente,Baja
2020-10-26,1097,Materiales,2770.86,Efectivo,3,0.27,Estable,Baja
2020-10-04,1083,Materiales,2406.49,Transferencia,4,0.43,Decreciente,Baja
2020-10-26,1034,Logística,2622.09,Efectivo,1,0.09,Estable,Baja
2020-10-19,1050,Materiales,2457.58,Cheque,5,0.75,Creciente,Baja
2020-10-26,1017,Materiales,2756.96,Efectivo,1,0.01,Creciente,Baja
2020-10-02,1087,Materiales,2240.19,Cheque,1,0.64,Decreciente,Baja
2020-10-12,1071,Tecnología,2069.41,Cheque,7,0.18,Decreciente,Baja
2020-10-18,1029,Tecnología,2312.17,Transferencia,6,0.23,Estable,Baja
2020-10-14,1043,Logística,2487.48,Transferencia,2,0.64,Estable,Baja
2020-10-22,1052,Materiales,2179.56,Transferencia,2,0.99,Decreciente,Baja
2020-10-12,1009,Tecnología,2367.33,Cheque,7,0.78,Decreciente,Baja
2020-10-03,1086,Tecnología,2412.75,Efectivo,1,0.23,Creciente,Baja
2020-10-17,1051,Logística,2068.34,Cheque,2,0.18,Creciente,Baja
2020-10-21,1048,Servicios,2597.05,Transferencia,8,0.87,Creciente,Baja
2020-10-11,1010,Materiales,2899.69,Transferencia,6,0.44,Decreciente,Baja
2020-10-01,1065,Tecnología,2163.19,Efectivo,2,0.14,Decreciente,Baja
2020-10-28,1057,Logística,2611.63,Transferencia,7,0.86,Decreciente,Baja
2020-10-14,1089,Logística,2678.92,Transferencia,4,0.82,Creciente,Baja
2020-10-27,1035,Logística,2432.21,Transferencia,2,0.98,Decreciente,Baja
2020-10-16,1032,Tecnología,2715.47,Efectivo,6,0.91,Estable,Baja
2020-10-04,1046,Materiales,2423.56,Cheque,9,0.85,Decreciente,Baja
2020-10-14,1012,Servicios,2517.97,Transferencia,9,0.05,Decreciente,Baja
2020-10-12,1039,Materiales,2018.04,Efectivo,8,0.1,Decreciente,Baja
2020-10-21,1088,Logística,2706.04,Transferencia,3,0.57,Decreciente,Baja
2020-10-27,1067,Logística,2675.51,Efectivo,3,0.53,Decreciente,Baja
2020-10-15,1041,Servicios,2049.25,Transferencia,2,0.46,Estable,Baja
2020-10-23,1018,Materiales,2380.85,Efectivo,5,0.4,Estable,Baja
2020-10-05,1081,Logística,2994.89,Transferencia,4,0.43,Decreciente,Baja
2020-10-14,1093,Logística,2433.62,Cheque,7,0.57,Creciente,Baja
2020-10-06,1018,Materiales,2515.26,Transferencia,4,0.0,Decreciente,Baja
2020-10-24,1057,Logística,2925.42,Efectivo,9,0.26,Decreciente,Baja
2020-10-17,1022,Materiales,2731.72,Transferencia,2,0.52,Decreciente,Baja
2020-10-21,1053,Logística,2595.81,Cheque,6,0.72,Creciente,Baja
2020-10-09,1079,Materiales,2812.69,Transferencia,7,0.17,Creciente,Baja
2020-10-20,1064,Servicios,2879.61,Efectivo,4,0.55,Creciente,Baja
2020-10-26,1011,Logística,2469.96,Efectivo,6,0.71,Estable,Baja
2020-10-18,1023,Servicios,2488.28,Cheque,7,0.44,Creciente,Baja
2020-10-25,1033,Logística,2398.75,Efectivo,4,0.03,Estable,Baja
2020-10-16,1052,Logística,2982.49,Transferencia,8,0.45,Estable,Baja
2020-10-15,1007,Tecnología,2711.52,Transferencia,9,0.3,Creciente,Baja
2020-10-14,1017,Materiales,2094.31,Transferencia,1,0.93,Creciente,Baja
2020-10-27,1056,Servicios,2878.2,Efectivo,7,0.12,Creciente,Baja
2020-10-24,1004,Servicios,2493.76,Transferencia,9,0.65,Estable,Baja
2020-10-19,1025,Servicios,2079.76,Transferencia,5,0.05,Decreciente,Baja
2020-10-09,1029,Materiales,2563.29,Transferencia,2,0.45,Creciente,Baja
2020-10-11,1053,Tecnología,2430.03,Cheque,6,0.55,Creciente,Baja
2020-10-28,1012,Servicios,2893.06,Efectivo,7,0.3,Creciente,Baja
2020-10-08,1082,Materiales,2215.72,Efectivo,2,0.46,Estable,Baja
2020-10-27,1028,Logística,2841.51,Efectivo,2,0.16,Estable,Baja
2020-10-03,1002,Servicios,2571.3,Cheque,1,0.3,Decreciente,Baja
2020-10-09,1089,Servicios,2065.54,Efectivo,4,0.62,Creciente,Baja
2020-10-15,1057,Tecnología,2987.66,Cheque,7,0.3,Estable,Baja
2020-10-08,1075,Servicios,2525.99,Cheque,9,0.9,Decreciente,Baja
2020-10-25,1001,Servicios,2303.07,Efectivo,3,0.63,Creciente,Baja
2020-10-15,1074,Logística,2482.55,Transferencia,7,0.44,Estable,Baja
2020-10-19,1027,Materiales,2873.07,Transferencia,7,0.04,Creciente,Baja
2020-10-20,1081,Materiales,2317.17,Efectivo,7,0.5,Creciente,Baja
2020-10-22,1076,Tecnología,2204.34,Efectivo,2,0.76,Estable,Baja
2020-10-13,1085,Logística,2140.4,Cheque,6,0.27,Estable,Baja
2020-10-11,1075,Materiales,2310.09,Efectivo,2,0.81,Estable,Baja
2020-10-01,1001,Logística,2794.84,Cheque,6,0.25,Creciente,Baja
2020-10-16,1006,Materiales,2484.78,Efectivo,3,0.82,Creciente,Baja
2020-10-28,1025,Logística,2239.34,Transferencia,2,0.09,Decreciente,Baja
2020-10-11,1089,Tecnología,2177.71,Transferencia,6,0.87,Creciente,Baja
2020-10-06,1087,Servicios,2345.14,Efectivo,2,0.5,Estable,Baja
2020-10-16,1075,Tecnología,2955.57,Cheque,5,0.3,Creciente,Baja
2020-10-07,1015,Materiales,2355.5,Transferencia,2,0.27,Decreciente,Baja
2020-10-12,1022,Tecnología,3004.03,Cheque,3,0.43,Decreciente,Baja
2020-10-26,1039,Servicios,2498.46,Efectivo,3,1.0,Estable,Baja
2020-10-09,1059,Tecnología,2190.76,Efectivo,6,0.22,Estable,Baja
