ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador
1095,1008,2022-08-15,2023-01-26,15180.874573017032,60 días,Retrasado,90,10,0,Efectivo,Charlie
1096,1074,2022-01-27,2023-07-24,5968.43,30 días,Retrasado,30,10,2,Cheque,Charlie
1097,1014,2022-04-15,2023-02-21,1568.77,60 días,Pagado,90,0,1,Cheque,Bob
1098,1023,2022-05-17,2023-12-21,1803.65,30 días,Retrasado,30,10,1,Efectivo,Alice
1099,1037,2022-10-09,2023-03-26,8799.82,90 días,Pendiente,30,5,0,Cheque,Charlie
1100,1034,2022-03-09,2023-02-01,5627.69,60 días,Retrasado,90,10,1,Transferencia,Charlie
1101,1093,2022-05-28,2023-04-22,8712.38,90 días,Retrasado,60,5,0,Cheque,Charlie
1102,1094,2022-08-13,2023-05-12,3778.31,60 días,Retrasado,30,5,1,Cheque,David
1103,1048,2022-12-24,2023-09-02,6182.56,30 días,Pendiente,90,5,1,Transferencia,David
1104,1068,2022-09-06,2023-11-20,5284.27,30 días,Retrasado,-60,10,2,Transferencia,Charlie
1105,1061,2022-03-04,2023-02-20,3259.32,60 días,Pendiente,30,10,0,Transferencia,Bob
1106,1059,2022-01-15,2023-08-20,4752.16,60 días,Retrasado,30,5,2,Efectivo,Alice
1107,1049,2022-11-19,2023-06-22,5074.66,60 días,Pagado,60,10,1,Cheque,David
1108,1077,2022-11-08,2023-05-15,2087.63,30 días,Pagado,-30,0,0,Cheque,Alice
1109,1074,2022-05-03,2023-07-05,3218.6,60 días,Pagado,90,0,2,Transferencia,Charlie
1110,1008,2022-12-30,2023-07-05,7934.96,60 días,Pendiente,30,0,1,Efectivo,David
1111,1033,2022-03-23,2023-10-15,9166.3,90 días,Pendiente,30,0,2,Transferencia,Alice
1112,1075,2022-06-09,2023-10-14,3661.96,60 días,Pendiente,60,10,1,Cheque,Charlie
1113,1098,2022-10-10,2023-05-13,3139.03,90 días,Retrasado,90,5,1,Efectivo,David
1114,1034,2022-01-08,2023-06-27,2032.45,90 días,Pendiente,60,10,0,Efectivo,Charlie
1115,1000,2022-10-10,2023-01-12,6817.06,90 días,Pendiente,90,0,0,Cheque,David
1116,1039,2022-07-28,2023-07-31,3298.69,30 días,Pendiente,60,10,0,Efectivo,Alice
1117,1063,2022-02-17,2023-03-05,9878.72,90 días,Pendiente,30,10,1,Efectivo,Alice
1118,1021,2022-04-26,2023-06-30,3324.28,60 días,Pagado,90,0,2,Transferencia,John Doe
1119,1059,2022-02-28,2023-12-15,4001.95,30 días,Retrasado,90,5,0,Efectivo,Bob
1120,1063,2022-08-25,2023-11-08,6073.01,30 días,Pagado,30,10,0,Transferencia,Charlie
1121,1092,2022-03-02,2023-04-13,8036.67,30 días,Retrasado,60,10,0,Efectivo,Alice
1122,1071,2022-11-28,2023-10-24,4748.23,30 días,Retrasado,90,0,0,Transferencia,Bob
1123,1010,2022-03-20,2023-10-23,4284.29,30 días,Pagado,30,5,1,Transferencia,David
1124,1013,2022-09-13,2023-11-30,9956.81,30 días,Pendiente,30,0,2,Efectivo,Alice
1125,1059,2022-05-30,2023-11-30,203.89,30 días,Pagado,90,0,1,Transferencia,Alice
1126,1029,2022-09-18,2023-10-04,8961.15,90 días,Retrasado,90,10,1,Cheque,Charlie
1127,1034,2022-12-28,2023-04-01,1576.49,60 días,Retrasado,90,5,1,Cheque,Bob
1128,1084,2022-05-20,2023-05-27,7880.66,60 días,Pendiente,30,0,0,Efectivo,Charlie
1129,1036,2022-08-01,2023-07-02,6217.52,90 días,Pagado,60,10,2,Efectivo,David
1130,1004,2022-09-05,2023-06-17,3484.29,90 días,Retrasado,60,0,1,Efectivo,Alice
1131,1082,2022-08-30,2023-12-12,8751.36,30 días,Pagado,90,10,1,Cheque,Bob
1132,1077,2022-05-05,2023-09-20,227.78,30 días,Pendiente,30,5,1,Efectivo,Charlie
1133,1025,2022-08-22,2023-09-08,2344.24,90 días,Pendiente,30,0,0,Efectivo,Bob
1134,1061,2022-10-10,2023-08-18,5712.24,30 días,Retrasado,90,5,0,Transferencia,David
1135,1003,2022-03-16,2023-02-11,3580.27,60 días,Pendiente,30,5,1,Efectivo,Alice
1136,1088,2022-07-16,2023-07-16,6142.74,60 días,Retrasado,30,10,0,Cheque,Bob
1137,1041,2022-04-08,2023-11-12,338.69,30 días,Retrasado,30,0,2,Cheque,David
1138,1088,2022-11-03,2023-05-28,1252.94,30 días,Pendiente,90,0,0,Efectivo,David
1139,1017,2022-09-18,2023-08-27,1358.25,30 días,Pendiente,90,10,1,Cheque,Alice
1140,1039,2022-03-11,2023-11-21,1973.91,60 días,Pagado,90,10,2,Transferencia,Charlie
1141,1071,2022-02-05,2023-03-17,4647.38,30 días,Pagado,60,5,0,Transferencia,Alice
1142,1038,2022-05-22,2023-03-28,7546.07,90 días,Retrasado,60,0,1,Efectivo,Alice
1143,1013,2022-08-01,2023-11-25,9064.83,30 días,Pagado,90,0,2,Efectivo,Bob
1144,1031,2022-06-24,2023-06-23,8370.19,90 días,Retrasado,30,10,2,Transferencia,Bob
1145,1050,2022-09-17,2023-08-05,2049.19,30 días,Pendiente,30,10,2,Transferencia,Charlie
1146,1037,2022-05-17,2023-11-21,4467.39,30 días,Pendiente,90,10,0,Efectivo,David
1147,1096,2022-01-02,2023-11-11,2074.17,60 días,Pagado,30,0,2,Cheque,Bob
1148,1022,2022-05-25,2023-10-21,2718.27,90 días,Retrasado,30,0,0,Efectivo,Charlie
1149,1062,2022-06-02,2023-07-28,5085.12,90 días,Retrasado,60,5,1,Efectivo,Alice
1150,1014,2022-10-28,2023-02-07,1680.0263053800365,90 días,Pagado,30,10,0,Efectivo,David
1151,1096,2022-10-24,2023-02-11,2259.93,60 días,Retrasado,30,5,0,Efectivo,Alice
1152,1024,2022-12-04,2023-03-25,9360.24,90 días,Retrasado,90,0,1,Efectivo,David
1153,1016,2022-09-08,2023-06-26,4714.55,60 días,Pendiente,60,5,0,Efectivo,Bob
1154,1096,2022-03-18,2023-04-28,4509.33,30 días,Retrasado,60,5,0,Efectivo,Alice
1155,1065,2022-08-17,2023-06-11,244.21,30 días,Retrasado,30,5,1,Cheque,Alice
1156,1077,2022-10-03,2023-06-13,2549.26,90 días,Retrasado,90,10,2,Efectivo,David
1157,1052,2022-09-05,2023-12-02,8676.3,30 días,Pagado,60,0,1,Transferencia,Charlie
1158,1050,2022-06-26,2023-05-31,1729.82,30 días,Pagado,60,10,2,Efectivo,David
1159,1038,2022-06-20,2023-12-31,4209.74,90 días,Pagado,30,5,0,Cheque,Bob
1160,1050,2022-10-10,2023-05-18,241.88,30 días,Retrasado,60,10,1,Transferencia,Charlie
1161,1069,2022-10-06,2023-11-07,4835.52,90 días,Retrasado,90,0,2,Efectivo,Alice
1162,1005,2022-07-13,2023-11-28,308.11,90 días,Pagado,-90,0,0,Efectivo,Alice
1163,1066,2022-08-22,2023-07-23,8214.13,30 días,Pagado,60,5,0,Transferencia,Alice
1164,1006,2022-06-14,2023-05-20,8266.05,30 días,Retrasado,90,5,0,Efectivo,Bob
1165,1050,2022-04-07,2023-08-17,7898.65,30 días,Retrasado,90,10,2,Cheque,John Doe
1166,1071,2022-12-24,2023-07-06,2905.3,30 días,Pendiente,30,0,2,Efectivo,Alice
1167,1041,2022-05-03,2023-10-29,8388.65,30 días,Pagado,60,0,2,Cheque,Charlie
1168,1063,2022-10-20,2023-09-25,5475.68,60 días,Retrasado,60,10,0,Efectivo,Bob
1169,1014,2022-07-16,2023-08-20,3800.7,30 días,Pagado,30,0,2,Transferencia,Alice
1170,1028,2022-04-30,2023-08-01,6290.77,60 días,Pagado,30,5,1,Cheque,Charlie
1171,1032,2022-07-30,2023-03-28,222.18,90 días,Pagado,30,5,2,Efectivo,Alice
1172,1093,2022-01-23,2023-04-06,1515.31,30 días,Pendiente,30,10,2,Efectivo,Charlie
1173,1026,2022-06-12,2023-01-13,7448.71,30 días,Retrasado,90,10,0,Transferencia,Alice
1174,1035,2022-08-31,2023-03-07,2517.2,30 días,Retrasado,90,10,1,Transferencia,Bob
1175,1028,2022-12-28,2023-05-02,6020.29,90 días,Pagado,30,5,1,Cheque,David
1176,1037,2022-07-15,2023-12-06,3912.52,60 días,Retrasado,60,10,1,Cheque,Bob
1177,1056,2022-07-17,2023-05-10,8562.58,60 días,Pendiente,60,0,2,Cheque,Charlie
1178,1096,2022-12-06,2023-12-26,9528.91,30 días,Pagado,60,10,0,Efectivo,Alice
1179,1026,2022-11-30,2023-02-11,8847.29,30 días,Pendiente,30,0,2,Efectivo,Bob
1180,1054,2022-03-19,2023-04-19,2779.14,30 días,Pendiente,90,5,0,Cheque,Alice
1181,1032,2022-09-11,2023-03-28,2022.21,30 días,Retrasado,90,0,1,Efectivo,Bob
1182,1067,2022-01-19,2023-07-24,4796.91,90 días,Retrasado,90,0,2,Transferencia,Charlie
1183,1085,2022-03-06,2023-02-23,172.61,30 días,Pendiente,90,0,0,Efectivo,David
1184,1065,2022-09-15,2023-02-19,355.51,90 días,Retrasado,60,5,2,Cheque,Bob
1185,1009,2022-10-30,2023-02-03,5577.58,30 días,Pendiente,60,0,0,Efectivo,Alice
1186,1004,2022-06-19,2023-09-01,5252.45,60 días,Pendiente,90,0,1,Transferencia,Alice
1187,1073,2022-02-21,2023-10-09,9946.36,60 días,Pagado,30,10,2,Cheque,Alice
1188,1096,2022-08-14,2023-01-29,2098.23,30 días,Pendiente,90,10,1,Cheque,Charlie
1189,1037,2022-02-21,2023-01-15,2655.23,30 días,Pendiente,90,10,2,Cheque,Charlie
1190,1012,2022-09-27,2023-07-24,1224.05,90 días,Retrasado,30,0,2,Cheque,David
1191,1030,2022-08-22,2023-09-27,9183.68,30 días,Pagado,90,0,0,Efectivo,Alice
1192,1046,2022-01-08,2023-02-13,7800.33,30 días,Retrasado,60,5,0,Transferencia,David
1193,1099,2022-03-15,2023-02-24,8241.16,30 días,Pagado,30,0,0,Efectivo,Alice
1194,1087,2022-07-29,2023-05-16,9037.36,60 días,Retrasado,30,0,1,Efectivo,Bob
1195,1051,2022-12-02,2023-11-14,5296.51,90 días,Pendiente,90,5,1,Cheque,Bob
1196,1055,2022-03-21,2023-03-22,4566.81,60 días,Pagado,60,0,2,Transferencia,John Doe
1197,1014,2022-02-08,2023-02-14,3370.88,90 días,Pagado,60,5,0,Efectivo,Alice
1198,1028,2022-08-29,2023-12-03,5933.22,60 días,Pagado,60,5,1,Transferencia,Bob
1199,1007,2022-05-16,2023-07-20,4597.36,30 días,Pagado,90,10,2,Transferencia,Alice
1200,1004,2022-06-23,2023-06-09,4570.5,60 días,Retrasado,90,0,1,Transferencia,David
1201,1028,2022-11-16,2023-04-29,9375.59,60 días,Retrasado,60,10,2,Transferencia,Charlie
1202,1046,2022-12-21,2023-05-08,17266.871218033048,90 días,Pagado,90,0,0,Efectivo,Bob
1203,1067,2022-07-23,2023-05-27,7985.2,90 días,Pagado,60,10,2,Transferencia,Alice
1204,1075,2022-11-29,2023-08-16,7591.91,60 días,Pagado,90,5,2,Efectivo,Alice
1205,1044,2022-02-11,2023-11-18,6837.53,90 días,Retrasado,30,5,0,Transferencia,David
1206,1001,2022-06-18,2023-03-07,1744.14,90 días,Pagado,30,5,0,Transferencia,David
1207,1026,2022-12-12,2023-03-10,685.15,90 días,Pagado,90,5,2,Efectivo,Charlie
1208,1094,2022-10-01,2023-09-28,6938.19,90 días,Pagado,90,0,1,Cheque,David
1209,1035,2022-07-14,2023-03-30,7314.98,90 días,Retrasado,60,0,0,Efectivo,Jane Smith
1210,1035,2022-06-12,2023-01-16,565.03,60 días,Pendiente,30,10,2,Transferencia,Charlie
1211,1025,2022-11-17,2023-01-19,9287.71,90 días,Pendiente,-60,0,0,Efectivo,David
1212,1042,2022-09-07,2023-12-07,1002.29,30 días,Retrasado,90,0,0,Transferencia,Charlie
1213,1026,2022-10-05,2023-07-03,2930.42,60 días,Pendiente,60,10,1,Efectivo,Bob
1214,1068,2022-01-19,2023-06-17,6756.66,60 días,Pagado,60,5,0,Efectivo,Charlie
1215,1019,2022-11-13,2023-09-02,1781.74,60 días,Pagado,90,10,2,Efectivo,Alice
1216,1010,2022-02-05,2023-08-29,648.62,90 días,Retrasado,30,10,2,Cheque,Alice
1217,1073,2022-05-01,2023-10-05,3378.35,30 días,Retrasado,60,5,0,Efectivo,Alice
1218,1037,2022-11-20,2023-05-21,7683.12,90 días,Pendiente,90,10,0,Efectivo,David
1219,1005,2022-12-17,2023-10-09,4195.42,60 días,Pendiente,60,10,1,Cheque,Alice
1220,1071,2022-05-28,2023-08-17,6564.43,60 días,Pagado,90,10,1,Cheque,David
1221,1022,2022-04-27,2023-03-12,5838.23,60 días,Retrasado,90,0,1,Transferencia,Alice
1222,1046,2022-02-16,2023-12-25,319.96,60 días,Pendiente,90,5,2,Transferencia,Charlie
1223,1089,2022-08-11,2023-10-05,9886.55,90 días,Pendiente,30,5,1,Efectivo,David
1224,1045,2022-02-20,2023-04-02,510.14,30 días,Pagado,30,10,2,Transferencia,Alice
1225,1011,2022-11-21,2023-10-31,9681.25,30 días,Pagado,90,0,1,Efectivo,Charlie
1226,1089,2022-12-27,2023-11-03,5543.66,60 días,Pagado,30,5,2,Cheque,David
1227,1012,2022-02-21,2023-08-23,9635.27,30 días,Pagado,60,5,0,Cheque,Charlie
1228,1061,2022-08-16,2023-11-21,1236.06,60 días,Pendiente,30,10,2,Efectivo,Charlie
1229,1081,2022-03-27,2023-11-23,4955.04,60 días,Retrasado,30,10,0,Transferencia,Charlie
1230,1088,2022-12-22,2023-10-17,1778.09,30 días,Retrasado,60,10,2,Transferencia,David
1231,1096,2022-06-03,2023-08-12,604.65,60 días,Pagado,60,5,2,Transferencia,David
1232,1059,2022-01-15,2023-09-27,6213.54,30 días,Pagado,60,10,0,Efectivo,Bob
1233,1042,2022-01-24,2023-11-25,2157.06,60 días,Pendiente,90,10,2,Transferencia,Bob
1234,1075,2022-06-16,2023-11-25,5918.2,30 días,Pagado,60,10,2,Cheque,Bob
1235,1099,2022-01-29,2023-10-02,1212.41,60 días,Retrasado,60,0,1,Cheque,Bob
1236,1067,2022-05-31,2023-06-09,3386.67,30 días,Pagado,60,10,0,Cheque,David
1237,1004,2022-07-03,2023-06-28,7838.16,60 días,Retrasado,90,5,0,Cheque,Bob
1238,1036,2022-07-11,2023-09-05,4426.81,60 días,Pagado,30,10,1,Cheque,Alice
1239,1071,2022-08-09,2023-10-05,6314.68,60 días,Pagado,90,5,1,Cheque,Bob
1240,1091,2022-03-16,2023-04-28,6509.83,30 días,Retrasado,30,0,0,Cheque,Alice
1241,1030,2022-05-06,2023-02-16,8453.17,90 días,Pendiente,60,0,0,Cheque,Unauthorized User
1242,1008,2022-09-29,2023-08-16,3316.74,60 días,Pendiente,90,10,0,Cheque,Charlie
1243,1050,2022-07-30,2023-06-08,6904.23,60 días,Pagado,90,5,1,Efectivo,Charlie
1244,1028,2022-10-17,2023-07-08,9620.0,30 días,Pagado,30,10,1,Efectivo,Charlie
1245,1077,2022-12-16,2023-08-01,7329.41,60 días,Retrasado,90,10,2,Cheque,Bob
1246,1039,2022-04-03,2023-05-15,4949.72,60 días,Retrasado,90,5,1,Cheque,David
1247,1040,2022-03-29,2023-03-22,6344.1,60 días,Pagado,30,5,2,Cheque,Alice
1248,1085,2022-03-31,2023-06-06,7422.86,60 días,Retrasado,90,5,2,Transferencia,David
1249,1010,2022-02-10,2023-01-07,6161.53,90 días,Pendiente,-90,5,1,Efectivo,David
1250,1022,2022-11-09,2023-01-02,265.09,90 días,Pendiente,60,5,1,Cheque,Bob
1251,1000,2022-07-15,2023-09-26,2028.26,60 días,Retrasado,60,0,1,Efectivo,David
1252,1045,2022-11-14,2023-03-12,8123.64,60 días,Retrasado,60,0,1,Cheque,David
1253,1020,2022-12-16,2023-06-27,2799.24,60 días,Retrasado,60,0,0,Transferencia,Charlie
1254,1089,2022-05-04,2023-05-28,7342.46,90 días,Pendiente,60,5,1,Cheque,Charlie
1255,1035,2022-09-12,2023-08-30,3783.99,90 días,Pagado,90,5,2,Efectivo,Alice
1256,1053,2022-10-26,2023-10-02,5266.65,30 días,Retrasado,90,5,2,Efectivo,Alice
1257,1086,2022-03-15,2023-01-06,772.94,30 días,Retrasado,60,10,0,Efectivo,Charlie
1258,1056,2022-04-29,2023-12-20,1894.13,60 días,Retrasado,30,0,0,Efectivo,Bob
1259,1000,2022-08-25,2023-09-10,9576.25,60 días,Pagado,60,0,1,Cheque,Bob
1260,1062,2022-11-23,2023-09-03,8912.37,90 días,Retrasado,90,10,0,Transferencia,Alice
1261,1053,2022-05-11,2023-06-04,6557.52,60 días,Retrasado,30,10,1,Transferencia,Charlie
1262,1054,2022-08-24,2023-01-06,4650.48,60 días,Pendiente,60,0,1,Cheque,Bob
1263,1039,2022-05-11,2023-08-10,6790.04,90 días,Retrasado,30,5,0,Cheque,David
1264,1014,2022-12-08,2023-05-31,6224.24,90 días,Pendiente,-60,0,0,Efectivo,Alice
1265,1020,2022-01-05,2023-11-03,5728.67,90 días,Pagado,90,5,2,Cheque,Alice
1266,1046,2022-08-27,2023-04-30,685.85,90 días,Retrasado,60,0,0,Transferencia,David
1267,1072,2022-05-28,2023-01-05,18878.945435380014,30 días,Retrasado,30,0,0,Cheque,David
1268,1052,2022-12-13,2023-10-09,7712.31,90 días,Pendiente,90,10,0,Cheque,Alice
1269,1008,2022-10-07,2023-07-12,9941.41,90 días,Pagado,60,10,2,Transferencia,David
1270,1073,2022-03-22,2023-04-08,209.68,60 días,Pagado,60,5,1,Transferencia,Bob
1271,1051,2022-02-07,2023-07-31,7328.72,60 días,Pendiente,60,5,2,Cheque,Alice
1272,1056,2022-08-15,2023-10-16,5760.71,60 días,Pagado,60,0,0,Efectivo,Bob
1273,1025,2022-06-26,2023-08-13,4397.12,30 días,Pagado,90,10,0,Efectivo,Alice
1274,1040,2022-10-28,2023-07-23,1362.94,90 días,Pagado,90,5,0,Efectivo,Bob
1275,1034,2022-06-03,2023-05-09,4149.94,90 días,Pagado,60,5,1,Transferencia,Charlie
1276,1062,2022-11-24,2023-03-26,3608.33,30 días,Pagado,90,5,2,Transferencia,Bob
1277,1024,2022-08-06,2023-11-28,3098.02,90 días,Pagado,30,0,2,Efectivo,David
1278,1089,2022-12-20,2023-07-20,7335.71,60 días,Pagado,90,5,1,Cheque,Charlie
1279,1074,2022-05-09,2023-07-14,7037.18,30 días,Pagado,30,5,2,Cheque,Alice
1280,1037,2022-08-22,2023-04-24,5931.3,90 días,Retrasado,30,10,1,Cheque,Bob
1281,1001,2022-06-04,2023-05-16,9392.78,30 días,Pendiente,90,10,1,Transferencia,Alice
1282,1006,2022-04-12,2023-02-11,3563.56,30 días,Pagado,60,10,2,Transferencia,Charlie
1283,1081,2022-07-16,2023-08-06,2513.64,90 días,Pendiente,90,0,2,Efectivo,David
1284,1090,2022-09-05,2023-11-18,6593.44,60 días,Pagado,30,10,1,Cheque,David
1285,1033,2022-02-24,2023-05-04,2068.26,90 días,Pagado,30,10,2,Transferencia,David
1286,1090,2022-05-02,2023-09-23,3218.6,90 días,Retrasado,90,10,1,Transferencia,Alice
1287,1016,2022-07-15,2023-11-11,2323.56,60 días,Pendiente,30,10,2,Efectivo,David
1288,1042,2022-10-20,2023-12-23,784.62,90 días,Pendiente,90,5,2,Cheque,David
1289,1058,2022-07-03,2023-12-18,8292.24,90 días,Retrasado,90,0,2,Transferencia,Alice
1290,1050,2022-10-22,2023-05-21,2619.95,90 días,Retrasado,60,5,2,Transferencia,Alice
1291,1053,2022-06-01,2023-05-27,4782.97,30 días,Pendiente,30,5,2,Transferencia,Charlie
1292,1023,2022-12-25,2023-11-30,528.82,30 días,Pagado,90,0,0,Transferencia,David
1293,1024,2022-06-01,2023-10-01,7023.46,30 días,Pagado,30,5,0,Cheque,Charlie
1294,1070,2022-01-12,2023-05-19,3372.55,90 días,Pendiente,90,10,2,Efectivo,Bob
1295,1051,2022-12-04,2023-08-01,7472.89,60 días,Pagado,90,0,2,Cheque,Bob
1296,1069,2022-07-22,2023-04-08,4182.79,30 días,Retrasado,60,5,2,Efectivo,Bob
1297,1087,2022-05-21,2023-02-06,2037.98,60 días,Retrasado,90,5,1,Transferencia,Bob
1298,1032,2022-01-05,2023-04-05,5180.43,90 días,Retrasado,60,10,0,Cheque,Alice
1299,1048,2022-10-17,2023-03-12,1392.0,30 días,Pendiente,30,5,1,Efectivo,Charlie
1300,1028,2022-12-18,2023-05-30,4461.34,90 días,Pendiente,60,5,0,Efectivo,Charlie
1301,1062,2022-01-26,2023-02-27,3241.32,60 días,Pendiente,60,5,0,Transferencia,Alice
1302,1021,2022-11-07,2023-11-24,9128.4,30 días,Pagado,30,0,2,Efectivo,Bob
1303,1025,2022-09-12,2023-08-23,703.19,30 días,Pendiente,60,0,2,Efectivo,Charlie
1304,1027,2022-05-27,2023-11-14,6970.77,30 días,Pendiente,60,5,1,Efectivo,David
1305,1084,2022-04-28,2023-08-21,1909.24,30 días,Retrasado,90,5,1,Transferencia,Alice
1306,1048,2022-11-07,2023-05-21,3258.55,60 días,Pagado,60,10,2,Cheque,Alice
1307,1070,2022-06-30,2023-12-26,4213.59,30 días,Pagado,90,0,2,Transferencia,Jane Smith
1308,1080,2022-04-23,2023-11-16,9089.35,90 días,Retrasado,60,0,0,Efectivo,Bob
1309,1083,2022-11-22,2023-09-10,2501.52,30 días,Pagado,30,0,0,Efectivo,Bob
1310,1048,2022-04-08,2023-04-08,1003.96,60 días,Pendiente,30,5,2,Cheque,Charlie
1311,1019,2022-11-14,2023-06-15,3255.03,30 días,Pagado,60,10,0,Efectivo,David
1312,1085,2022-05-09,2023-01-11,1136.29,60 días,Retrasado,90,10,1,Cheque,Charlie
1313,1091,2022-12-14,2023-03-20,1373.11,60 días,Pagado,60,5,0,Efectivo,Bob
1314,1062,2022-12-04,2023-01-27,5781.12,90 días,Retrasado,90,5,2,Efectivo,Charlie
1315,1060,2022-12-15,2023-10-02,702.93,30 días,Pendiente,60,10,0,Transferencia,David
1316,1048,2022-03-12,2023-01-13,406.22,30 días,Pendiente,30,10,2,Transferencia,David
1317,1070,2022-11-18,2023-04-07,7172.7,30 días,Retrasado,30,0,0,Cheque,David
1318,1000,2022-02-19,2023-02-23,3680.31,90 días,Pendiente,90,5,1,Transferencia,Bob
1319,1095,2022-11-18,2023-05-26,1341.22,90 días,Pendiente,60,0,1,Cheque,Alice
1320,1012,2022-11-27,2023-05-19,2610.77,60 días,Pagado,90,10,2,Transferencia,Alice
1321,1093,2022-01-21,2023-03-07,6456.66,60 días,Pendiente,30,0,2,Cheque,Alice
1322,1086,2022-06-08,2023-08-14,2827.81,60 días,Retrasado,90,10,2,Efectivo,Charlie
1323,1050,2022-08-14,2023-01-06,4995.76,90 días,Pendiente,60,10,0,Cheque,David
1324,1055,2022-01-18,2023-05-01,1304.78,90 días,Pagado,90,0,0,Transferencia,Bob
1325,1082,2022-10-24,2023-02-17,5922.13,90 días,Retrasado,60,5,0,Cheque,Alice
1326,1061,2022-07-06,2023-03-20,3229.17,60 días,Pendiente,60,0,1,Transferencia,Alice
1327,1031,2022-03-09,2023-01-09,6306.99,90 días,Pendiente,30,0,2,Efectivo,Charlie
1328,1029,2022-02-16,2023-09-11,8103.11,60 días,Pendiente,60,5,0,Transferencia,Charlie
1329,1028,2022-06-01,2023-04-23,6155.3,60 días,Retrasado,-60,5,1,Efectivo,Alice
1330,1048,2022-06-17,2023-06-26,3027.9,30 días,Pagado,60,0,2,Efectivo,David
1331,1044,2022-08-01,2023-08-05,2631.86,30 días,Retrasado,90,10,1,Transferencia,David
1332,1092,2022-03-31,2023-06-10,3341.47,30 días,Retrasado,30,0,2,Efectivo,Charlie
1333,1029,2022-04-13,2023-09-14,1729.74,60 días,Pagado,90,10,0,Transferencia,Charlie
1334,1015,2022-03-09,2023-07-11,1893.6,30 días,Retrasado,90,5,1,Cheque,David
1335,1039,2022-10-04,2023-08-27,7927.84,30 días,Retrasado,30,5,1,Efectivo,Charlie
1336,1018,2022-07-07,2023-12-24,3908.85,30 días,Pendiente,90,10,1,Cheque,Charlie
1337,1017,2022-09-29,2023-01-18,4416.35,90 días,Retrasado,90,0,2,Cheque,David
1338,1000,2022-09-14,2023-06-20,5981.09,60 días,Pendiente,60,5,2,Transferencia,David
1339,1077,2022-05-20,2023-02-12,5937.57,30 días,Retrasado,90,10,1,Transferencia,Bob
1340,1046,2022-03-26,2023-03-17,767.03,90 días,Pendiente,30,10,2,Efectivo,Charlie
1341,1065,2022-05-12,2023-01-30,8332.25,90 días,Pendiente,90,0,1,Transferencia,Charlie
1342,1091,2022-09-04,2023-05-18,1855.53,90 días,Pendiente,60,10,0,Cheque,Bob
1343,1093,2022-06-01,2023-07-21,7258.41,30 días,Pagado,90,10,1,Cheque,Charlie
1344,1037,2022-06-23,2023-02-07,7749.44,90 días,Retrasado,30,0,1,Cheque,Charlie
1345,1050,2022-02-28,2023-10-07,7177.51,60 días,Retrasado,60,5,2,Efectivo,Alice
1346,1062,2022-08-28,2023-08-30,5831.88,90 días,Retrasado,90,5,2,Transferencia,Alice
1347,1003,2022-02-08,2023-04-04,244.63,90 días,Pagado,30,5,2,Cheque,Alice
1348,1000,2022-03-14,2023-04-10,3667.72,90 días,Pendiente,30,10,0,Efectivo,Bob
1349,1007,2022-04-26,2023-05-10,6087.91,90 días,Retrasado,90,10,0,Transferencia,Charlie
1350,1028,2022-12-13,2023-07-16,3935.77,60 días,Pagado,90,0,0,Transferencia,Bob
1351,1054,2022-12-12,2023-01-08,8648.45,30 días,Pagado,60,10,2,Cheque,Bob
1352,1002,2022-07-23,2023-03-05,3157.14,60 días,Retrasado,90,10,1,Efectivo,Charlie
1353,1031,2022-10-13,2023-05-09,3005.99,60 días,Pendiente,60,5,1,Cheque,David
1354,1009,2022-07-07,2023-07-18,2733.38,30 días,Pagado,90,10,1,Cheque,David
1355,1073,2022-02-16,2023-08-16,3394.53,90 días,Retrasado,30,10,2,Efectivo,Charlie
1356,1082,2022-07-22,2023-05-08,5618.31,30 días,Pendiente,30,10,2,Cheque,David
1357,1033,2022-01-08,2023-01-19,7099.45,30 días,Pagado,30,0,0,Efectivo,Alice
1358,1096,2022-05-16,2023-04-13,6659.42,60 días,Pagado,30,10,2,Efectivo,Charlie
1359,1086,2022-10-02,2023-08-25,8096.41,30 días,Retrasado,60,0,1,Cheque,Bob
1360,1054,2022-03-05,2023-02-19,8870.55,90 días,Retrasado,30,5,0,Cheque,Alice
1361,1091,2022-08-21,2023-09-25,8179.18,60 días,Pendiente,60,10,0,Transferencia,Bob
1362,1031,2022-07-08,2023-12-08,287.56,90 días,Retrasado,60,0,2,Transferencia,David
1363,1049,2022-12-11,2023-04-18,7385.59,60 días,Retrasado,60,5,0,Efectivo,Charlie
1364,1006,2022-12-11,2023-09-01,2163.16,90 días,Pendiente,90,10,0,Efectivo,Alice
1365,1092,2022-05-15,2023-07-20,1415.99,30 días,Retrasado,60,0,2,Efectivo,Charlie
1366,1007,2022-10-27,2023-12-16,6421.04,30 días,Pendiente,90,0,0,Transferencia,Alice
1367,1064,2022-07-15,2023-06-10,3265.46,30 días,Pendiente,60,5,1,Cheque,Alice
1368,1056,2022-11-23,2023-06-16,665.46,90 días,Pendiente,90,10,2,Cheque,Alice
1369,1066,2022-07-10,2023-03-24,1462.53,60 días,Retrasado,90,10,1,Transferencia,Charlie
1370,1087,2022-02-25,2023-11-20,109.2,60 días,Pendiente,30,10,1,Cheque,Alice
1371,1086,2022-12-12,2023-01-23,9041.91,60 días,Retrasado,60,0,1,Cheque,Alice
